vendorName,streetAddress,ZIPCode,city,state,countryCode,congressionalDistrictCode,annualRevenue,numberOfEmployees,PIID,modNumber,transactionNumber,obligatedAmount,majorProgramCode,mainAccountCode,placeOfPerformanceZIPCode,placeOfPerformanceCongressionalDistrict,placeOfPerformanceCountryCode,placeOfPerformanceStateCode,signedDate,effectiveDate,currentCompletionDate,ultimateCompletionDate,fundedThroughDate,principalNAICSCode,countryOfOrigin,placeOfManufacture
New Mexico State University,1050 Stewart St Ste E1200,880031239,Las Cruces,NM,USA,2,497334,4353,NNX13AE03G,2,0,125931,OSCILLATIONS IN THE SOLAR CORONA,120,880031239,2,USA,NM,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-01-08 00:00:00,2016-01-08 00:00:00,2016-01-08 00:00:00,,,
Rector & Visitors Of The University Of Virginia,1001 N Emmet St,229034833,Charlottesville,VA,USA,5,140000000,12000,NNX14AN26A,0,0,135968,GEOMORPHOLOGY OF MARS AND ICY SOLAR SYSTEM BODIES,120,229034833,5,USA,VA,2014-08-04 00:00:00,2014-07-08 00:00:00,2017-07-07 00:00:00,2017-07-07 00:00:00,2017-07-07 00:00:00,,,
The Regents Of The University Of Colorado,"3100 Marine St Rm 479, 572 Ucb",803031058,Boulder,CO,USA,2,3333,3333,NNX12AM08G,4,0,136895,,120,803031058,2,USA,CO,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,,,
Argon St Incorporated,2810 Bunsen Ave,930037618,Ventura,CA,USA,26,330000000,975,NNC14VG57P,0,0,149968.18,,120,930037618,26,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-02-27 00:00:00,2015-02-27 00:00:00,,541330,USA,C
Yale University,105 Wall St,65116614,New Haven,CT,USA,3,2280000000,9085,NNX13AJ36G,2,0,183736,OXYGEN ISOTOPE INVESTIGATIONS OF PHOSPHITE OXIDATION: ALTERNATIVE SOURCES OF P FOR THE ORIGIN AND EV,120,65116614,3,USA,CT,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-04-17 00:00:00,2016-04-17 00:00:00,2016-04-17 00:00:00,,,
Regents Of The University Of Michigan,503 Thompson St,481091340,Ann Arbor,MI,USA,12,3000000000,14000,NNX11AJ19G,7,0,198592,THE BRINES OF THE PHOENIX LANDING SITE,120,481091340,12,USA,MI,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-05-24 00:00:00,2015-05-24 00:00:00,2015-05-24 00:00:00,,,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D769T,14,0,225456,,120,911098099,27,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,541712,USA,C
Southwest Research Institute,6220 Culebra Rd,782385166,San Antonio,TX,USA,20,47,3340,NNG10EK25C,23,0,624459,,120,782385166,20,USA,TX,2014-08-04 00:00:00,2014-08-04 00:00:00,2017-02-28 00:00:00,2017-02-28 00:00:00,2014-09-30 00:00:00,541720,USA,D
Coldquanta Incorporated,3030 Sterling Cir,803012338,Boulder,CO,USA,2,1400000,20,NNX14CP70C,0,0,699821,,131,207236005,3,USA,MD,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-08-03 00:00:00,2016-08-03 00:00:00,,541712,USA,C
Cornerstone Research Group Incorporated,2750 Indian Ripple Rd,454403638,Dayton,OH,USA,10,8200000,62,NNX14CL89C,0,0,699828,TUNABLE INTERIOR ROTORCRAFT NOISE CONTROL,131,454403638,10,USA,OH,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-08-03 00:00:00,2016-08-03 00:00:00,,541712,USA,C
The Aerospace Corporation,2310 East El Segundo Blvd,902454609,El Segundo,CA,USA,33,912851392,3800,NNX13AL95G,3,0,1411828,A CUBESAT FLIGHT DEMONSTRATION OF A PHOTON COUNTING INFRARED DETECTOR (LMPC CUBESAT),120,902454609,33,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-07-31 00:00:00,2016-07-31 00:00:00,2016-07-31 00:00:00,,,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D496T,18,0,1.8526879E7,,120,911098099,27,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,541712,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D181T,29,0,-124343,,120,911098099,27,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2016-04-10 00:00:00,2016-04-10 00:00:00,2016-04-10 00:00:00,541712,USA,C
Asrc Aerospace Corporation,"6303 Ivy Ln, Ste-800",207706302,Greenbelt,MD,USA,5,1075139968,874,NNC07E218T,23,0,-5875.34,,122,441353127,16,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2011-08-31 00:00:00,2011-08-31 00:00:00,2014-08-05 00:00:00,541710,,
Asrc Aerospace Corporation,"6303 Ivy Ln, Ste-800",207706302,Greenbelt,MD,USA,5,1075139968,874,NNC08E269T,14,0,-5114.11,,122,441353127,16,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2011-08-31 00:00:00,2011-08-31 00:00:00,2014-08-05 00:00:00,541710,,
Ares Corp,"1440 Chapin Avenue, Suite 390",940104058,Burlingame,CA,USA,14,31500000,400,NNJ04AA01C,125,0,-4316,,115,770583607,36,USA,TX,2014-08-05 00:00:00,2014-08-05 00:00:00,2009-09-30 00:00:00,2010-09-30 00:00:00,,541690,USA,
Asrc Aerospace Corporation,"6303 Ivy Ln, Ste-800",207706302,Greenbelt,MD,USA,5,1075139968,874,NNC12E516T,1,0,-3336.54,,122,441353127,16,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2012-02-29 00:00:00,2012-02-29 00:00:00,2014-08-06 00:00:00,541710,USA,C
Vantage Systems Incorporated,4600 Forbes Blvd Ste 100,207064358,Lanham,MD,USA,4,2720420,30,NNG08EK04C,65,0,-1747.67,,120,207064358,4,USA,MD,2014-08-05 00:00:00,2014-08-05 00:00:00,2013-06-24 00:00:00,2013-06-24 00:00:00,,541330,USA,C
National Mailing Systems Incorporated,1749 Old Meadow Rd,221024326,Mc Lean,VA,USA,8,9000000,75,NNH10PR26P,3,0,-1316,MAIL MACHINE MAINTENANCE,122,221024326,8,USA,VA,2014-08-05 00:00:00,2014-08-05 00:00:00,2012-12-29 00:00:00,2012-12-29 00:00:00,,,USA,C
Asrc Aerospace Corporation,"6303 Ivy Ln, Ste-800",207706302,Greenbelt,MD,USA,5,1075139968,874,NNC06E105T,40,0,-1186.71,,122,441353127,16,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2012-05-31 00:00:00,2012-05-31 00:00:00,2014-08-05 00:00:00,541710,,
Asrc Aerospace Corporation,"6303 Ivy Ln, Ste-800",207706302,Greenbelt,MD,USA,5,1075139968,874,NNC11E492T,9,0,-853.18,,122,441353127,16,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2012-05-31 00:00:00,2012-05-31 00:00:00,2014-08-05 00:00:00,541710,USA,C
Maryland Q.C. Laboratories Incorporated,11593 Edmonston Rd,207051737,Beltsville,MD,USA,5,2451974,23,NNG11RG15D,12,0,-821.65,,122,207710003,5,USA,MD,2014-08-05 00:00:00,2014-08-05 00:00:00,2016-04-27 00:00:00,2016-04-27 00:00:00,,541380,USA,D
Titan Systems Corporation,11955 Freedom Drive,201905680,Reston,VA,USA,11,1000000000,250,NAS902028,1003,0,-494.79,,115,201905680,11,USA,VA,2014-08-05 00:00:00,2014-08-05 00:00:00,2007-04-30 00:00:00,2007-04-30 00:00:00,,541519,USA,
Alphaport Incorporated,18013 Cleveland Pkwy Dr Ste 170,441353235,Cleveland,OH,USA,9,3736661,39,NNC13QB53P,5,0,-266.84,,124,441353235,9,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-02-28 00:00:00,2014-02-28 00:00:00,,541990,USA,C
Bently Nevada Incorporated,1631 Bently Pkwy S,894234119,Minden,NV,USA,2,168856993792,300000,NNC14VC05P,2,0,-173.1,,126,894234119,2,USA,NV,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-04-04 00:00:00,2014-04-04 00:00:00,,334519,USA,D
Fastener Depot Incorporated,6166 Enterprise Dr Ste A,956199440,Diamond Springs,CA,USA,4,2000000,12,NNG10LA38D,1148,0,175,,120,956199440,4,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-08-23 00:00:00,2014-08-23 00:00:00,,332722,USA,C
Intelligent Decisions Incorporated,21445 Beaumeade Cir,201476036,Ashburn,VA,USA,10,310000000,352,NNK14MA95D,0,0,6172.65,,124,201476036,10,USA,VA,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-09-19 00:00:00,2015-09-19 00:00:00,,541519,USA,D
Western Industrial Machining Incorporated,137 Hanover Pike,210742040,Hampstead,MD,USA,1,2,20,NNG10LA45D,48,0,6312,,115,210742040,1,USA,MD,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-28 00:00:00,2014-09-28 00:00:00,,332710,USA,C
Express Sales Incorporated,114 Mccormick Dr Nw,358111822,Huntsville,AL,USA,5,6000000,2,NNM14AE52P,0,0,6456.91,,124,358111822,5,USA,AL,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-08-24 00:00:00,2014-08-24 00:00:00,,423710,USA,D
Jacobs Technology Incorporated,600 William Northern Blvd,373884729,Tullahoma,TN,USA,6,10397835264,38900,NNK13MA14C,59,0,7243,,131,328990101,8,USA,FL,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,541712,USA,C
Amics Incorporated,1555 The Boardwalk Ste 2,358161821,Huntsville,AL,USA,5,802811,10,NNX14TE15P,0,0,7452,,4546,358120001,5,USA,AL,2014-08-05 00:00:00,2014-08-28 00:00:00,2014-09-23 00:00:00,2014-09-23 00:00:00,,611430,USA,C
"Martin & Wall, Pc",400 Virginia Ave Sw C 130,200242730,Washington,DC,USA,0,800000,5,NNH13PV82D,1,0,8533,,122,205460001,0,USA,DC,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-12-31 00:00:00,2017-12-31 00:00:00,,541211,USA,C
Pcmg Incorporated,14120 Newbrook Dr Ste 100,201512273,Chantilly,VA,USA,10,178000000,2400,NNG14PR37D,0,0,8691.61,,120,201512273,10,USA,VA,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-05 00:00:00,2014-09-05 00:00:00,,334111,USA,D
East Carolina University,1000 E 5th St,278582502,Greenville,NC,USA,3,44000000,5500,NNX14AB12G,1,0,12346,,120,278582502,3,USA,NC,2014-08-05 00:00:00,2014-08-05 00:00:00,2016-11-13 00:00:00,2016-11-13 00:00:00,2016-11-13 00:00:00,,,
Krug Incorporated,421 Manitou Dr,N2C 1L5,Kitchener,*,CA,,0,0,NNJ14JG19D,0,0,13962.52,,122,770583607,36,USA,TX,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-02-17 00:00:00,2015-02-17 00:00:00,,337211,USA,C
The Regents Of The University Of Colorado,"3100 Marine St., Rm 479 572 Ucb",803031058,Boulder,CO,USA,2,3333,3333,NNX14AN92G,0,0,15813,TRAVEL SUPPORT FOR THE RADIATIVE FORCING MODEL INTERCOMPARISON PROJECT (RFMIP) PLANNING WORKSHOP,120,803031058,2,USA,CO,2014-08-05 00:00:00,2014-07-21 00:00:00,2015-01-20 00:00:00,2015-01-20 00:00:00,,,,
Ofs Brands Holdings Incorporated,1204 E 6th St,475429375,Huntingburg,IN,USA,8,52000000,2000,NNJ14JG18D,0,0,17621.6,,122,770583696,36,USA,TX,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-02-17 00:00:00,2015-02-17 00:00:00,,337214,USA,D
Chemsteel Construction Company,7850 Fwy Cr Ste 110,441306317,Cleveland,OH,USA,16,11854451,35,NNC13BA04T,14,0,17763.8,,122,441306317,16,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-08-11 00:00:00,2014-08-11 00:00:00,,238990,USA,C
Cutting Edge Optronics Incorporated,20 Pt W Blvd,633014430,Saint Charles,MO,USA,3,25429999616,65300,NNG14HC49P,0,0,17799,,120,633014430,3,USA,MO,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-05 00:00:00,2014-09-05 00:00:00,,334413,USA,D
"Applied Test Systems, Llc",154 Eastbrook Ln,160021024,Butler,PA,USA,3,6500000,64,NNC14VE79P,0,0,18311,,126,160021024,3,USA,PA,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-10-31 00:00:00,2014-10-31 00:00:00,,334516,USA,D
Advanced Processing Technology Incorporated,2795 Broce Dr Ste A,730722459,Norman,OK,USA,4,43904552,10,NNL10AC37P,4,0,18584.48,,126,730722459,4,USA,OK,2014-08-05 00:00:00,2014-08-10 00:00:00,2015-08-09 00:00:00,2015-08-09 00:00:00,,541512,USA,C
Millennium Engineering And Integration Co,2231 Crystal Dr Ste 711,222023724,Arlington,VA,USA,8,39155684,300,NNA13AB87T,6,0,24272,RAPID RESPONSE SPACE WORKS,122,222023724,8,USA,VA,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-09-16 00:00:00,2015-09-16 00:00:00,2015-04-29 00:00:00,541712,USA,C
Db Consulting Group Incorporated,8403 Colesville Rd Ste 1000,209105625,Silver Spring,MD,USA,8,9000000,240,NNC08TA94T,159,0,24542.32,,115,441353127,16,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,541519,USA,C
Aerospace Engineering Associates Llc,31028 Walker Rd,441401405,Bay Village,OH,USA,9,120000,1,NNX14TE19P,0,0,24975,,4546,395296000,4,USA,MS,2014-08-05 00:00:00,2014-08-27 00:00:00,2014-08-28 00:00:00,2014-08-28 00:00:00,,611430,USA,C
Vwr Scientific Products Corporation,2039 Center Square Rd,80140626,Bridgeport,NJ,USA,1,0,0,NNC14DB06D,0,0,25123.8,,120,80140001,1,USA,NJ,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-05 00:00:00,2014-09-05 00:00:00,,335999,USA,D
"Thundercat Technology, Llc",1775 Wiehle Ave Ste 101,201905109,Reston,VA,USA,11,54000000,15,NNG14VH87D,0,0,28586.76,,120,201905109,11,USA,VA,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-03 00:00:00,2014-09-03 00:00:00,,541519,USA,D
Blue Tech Incorporated,2251 San Diego Ave Ste B155,921102930,San Diego,CA,USA,53,18000000,30,NNG14LK65D,0,0,32448.36,,122,921102930,53,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-05 00:00:00,2014-09-05 00:00:00,,541519,USA,D
Becklin Holdings Incorporated,3560 Rogue River Hwy,975274640,Grants Pass,OR,USA,2,29000000,200,NNG14LG56P,0,0,34139.6,,120,975274640,2,USA,OR,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-11-06 00:00:00,2014-11-06 00:00:00,,326199,USA,D
Blue Tech Incorporated,2251 San Diego Ave Ste B155,921102930,San Diego,CA,USA,53,18000000,30,NNA14SB10D,0,0,36151.75,,122,921101471,52,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,,541519,USA,D
Db Consulting Group Incorporated,8403 Colesville Rd Ste 1000,209105625,Silver Spring,MD,USA,8,9000000,240,NNC08TA98T,78,0,36976,,122,441353127,16,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,541519,USA,C
Ares Corporation,1440 Chapin Ave Ste 390,940104058,Burlingame,CA,USA,14,103500000,640,NNH14CL60T,0,0,64967,,122,205460005,0,USA,DC,2014-08-05 00:00:00,2014-08-27 00:00:00,2015-08-26 00:00:00,2015-08-26 00:00:00,2015-02-23 00:00:00,541330,USA,C
Oregon State University,308 Kerr Administration Building,973318517,Corvallis,OR,USA,4,500000000,5200,NNX13AN96G,1,0,65382,STUDIES OF OCEAN SURFACE TIDES AND INTERNAL TIDES,120,973318517,4,USA,OR,2014-08-05 00:00:00,2014-08-05 00:00:00,2017-07-31 00:00:00,2017-07-31 00:00:00,2017-07-31 00:00:00,,,
Advanced Cooling Technologies Incorporated,1046 New Holland Ave,176015606,Lancaster,PA,USA,16,10000000,75,NNC14VC86P,0,0,86912,,120,176015606,16,USA,PA,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-05-31 00:00:00,2015-05-31 00:00:00,,333415,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D165T,37,0,89282,,120,911098099,27,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,541712,USA,C
"Thundercat Technology, Llc",1775 Wiehle Ave Ste 101,201905109,Reston,VA,USA,11,54000000,15,NNG14VH89D,0,0,92916.75,,122,201905109,11,USA,VA,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-03 00:00:00,2014-09-03 00:00:00,,541519,USA,D
Sauer Incorporated,11223 Phillips Parkway Dr,322561574,Jacksonville,FL,USA,4,407663008,860,NNK13CA59T,5,0,111257,GENERAL CONSTRUCTION,130,328990101,8,USA,FL,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-06-17 00:00:00,2015-06-17 00:00:00,,236220,USA,C
University Of Washington,4333 Brooklyn Ave Ne,981051016,Seattle,WA,USA,7,0,0,NNX10AG51G,5,0,118136,COMPREHENSIVE STUDIES OF TWO MITIGATION TECHNOLOGIES FOR THREATENING ASTEROIDS; IMPACTS AND EXPLOSIO,120,981950001,7,USA,WA,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-03-15 00:00:00,2015-03-15 00:00:00,2015-03-15 00:00:00,,,
Space Science Institute,4750 Walnut St Ste 205,803012532,Boulder,CO,USA,2,5800000,55,NNX14AM33G,0,0,126895,INTEGRATED ANALYSES OF MARTIAN SURFACE COMPOSITIONS USING NEAR-INFRARED THROUGH THERMAL INFRARED SPE,120,803012532,2,USA,CO,2014-08-05 00:00:00,2014-08-04 00:00:00,2017-08-03 00:00:00,2017-08-03 00:00:00,2017-08-03 00:00:00,,,
"University Of California, Santa Cruz",1156 High St,950641077,Santa Cruz,CA,USA,20,3500000000,20000,NNX12AQ23G,3,0,132746,USING HYSPIRI AT THE LAND/SEA INTERFACE TO IDENTIFY PHYTOPLANKTON FUNCTIONAL TYPES,120,950641077,20,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,,,
M&d Mechanical Contractors Incorporated,1810 Sherman St Se,356013440,Decatur,AL,USA,5,32263416,160,NNM13AA58C,3,0,171797,REVITALIZATION AND REPAIR OF CENTRAL CHILLER WATER SYSTEM FOR BUILDING 4473,130,358120001,5,USA,AL,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-11-25 00:00:00,2014-11-25 00:00:00,,236220,USA,C
Northrop Grumman Systems Corporation,17066 Goldentop Rd,921272412,San Diego,CA,USA,49,25429999616,65300,NND14GM01T,0,0,217882,,120,935230273,23,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-10-31 00:00:00,2014-10-31 00:00:00,2014-10-31 00:00:00,488190,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D239T,21,0,249595,,120,911098099,27,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2017-06-30 00:00:00,2017-06-30 00:00:00,2017-06-30 00:00:00,541712,USA,C
"University Of California, Irvine",5171 California Ave Ste 150,926173067,Irvine,CA,USA,45,19747332096,134912,NNX14AN03G,0,0,389388,MASS BALANCE AND BED TOPOGRAPHY DATASETS OF ICE SHEETS FOR SEA LEVEL STUDIES,120,926173067,45,USA,CA,2014-08-05 00:00:00,2014-07-10 00:00:00,2017-07-09 00:00:00,2017-07-09 00:00:00,2017-07-09 00:00:00,,,
South Carolina Research Foundation,901 Sumter St Ste 511,292080001,Columbia,SC,USA,6,95000000,0,NNX11AP77G,3,0,425999,,122,292080001,6,USA,SC,2014-08-05 00:00:00,2014-08-05 00:00:00,2015-08-11 00:00:00,2015-08-11 00:00:00,2015-08-11 00:00:00,,,
Science Systems And Applications Incorporated,10210 Greenbelt Rd Ste 600,207066239,Lanham,MD,USA,5,76200000,568,NNG12HP08C,46,0,552674.78,,120,207710003,5,USA,MD,2014-08-05 00:00:00,2014-08-05 00:00:00,2017-04-30 00:00:00,2017-04-30 00:00:00,2014-08-05 00:00:00,541712,USA,C
Paragon Tec Incorporated,3740 Carnegie Ave Ste 302,441152756,Cleveland,OH,USA,11,6500000,40,NNC13QA12D,7,0,573865,,128,441152756,11,USA,OH,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,611710,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D455T,16,0,731638,,120,911098099,27,USA,CA,2014-08-05 00:00:00,2014-08-05 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,2017-09-30 00:00:00,541712,USA,C
Chugach Federal Solutions Incorporated,3800 Centerpoint Dr Ste 700,995035821,Anchorage,AK,USA,0,19139676,758,NNG12AZ24C,101,0,2667392.26,FOMS,122,207710003,5,USA,MD,2014-08-05 00:00:00,2014-08-05 00:00:00,2014-11-30 00:00:00,2017-10-31 00:00:00,2014-11-30 00:00:00,561210,USA,C
The Cube Corporation,5755 Dupree Dr Nw Ste 220,303274366,Atlanta,GA,USA,11,1700000000,13000,GSFC0200107DNAS501080,397,0,-199898,,122,233372205,2,USA,VA,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-03-31 00:00:00,2014-04-30 00:00:00,,561210,USA,C
Johns Hopkins University,3400 N Charles St W400 Wyman Park Bldg,212182680,Baltimore,MD,USA,7,3100000000,25000,NNX13AB69G,2,0,-54299.88,,120,212182680,7,USA,MD,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-04-01 00:00:00,2014-04-01 00:00:00,,,,
Techtrans International Incorporated,2200 Space Park Dr Ste 410,770583680,Houston,TX,USA,36,20498580,200,NNJ12GA47C,41,0,-48487.57,,115,770583696,36,USA,TX,2014-08-06 00:00:00,2014-08-06 00:00:00,2016-06-30 00:00:00,2020-09-30 00:00:00,,541930,USA,C
Digital Management Incorporated,6550 Rock Spring Dr 7th Floor,208171124,Bethesda,MD,USA,8,11440000,350,NNH12CG33T,10,0,-26918,,120,208171124,8,USA,MD,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,541512,USA,C
Techtrans International Incorporated,2200 Space Park Dr Ste 410,770583680,Houston,TX,USA,36,20498580,200,NNJ12GA47C,40,0,-2399.2,,115,770583696,36,USA,TX,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-09-30 00:00:00,2020-09-30 00:00:00,,541930,USA,C
University Of Washington,4333 Brooklyn Ave Ne,981950001,Seattle,WA,USA,7,0,0,NNX09AE65G,5,0,-1767,,120,981950001,7,USA,WA,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,,,
"University Of California, Los Angeles",11000 Kinross Ave Ste 102,900950001,Los Angeles,CA,USA,,950000000,52000,NNX09AF51G,6,0,-535.46,,120,900951406,33,USA,CA,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,,,
"University Of California, Los Angeles",11000 Kinross Ave Ste 102,900950001,Los Angeles,CA,USA,,950000000,52000,NNX09AF07G,5,0,-425.52,,120,900951406,33,USA,CA,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,,,
The Research Foundation Of State University Of New York,West 5510 Frk Mel Lib,117940001,Stony Brook,NY,USA,1,804744384,9894,NNX09AJ44G,5,0,-355.48,USING SATELLITE MEASUREMENTS TO IMPROVE MODELING OF LOW CLOUDS AND THEIR CLIMATE FEEDBACKS IN GENERA,120,117940001,1,USA,NY,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,,,
Planetary Science Institute,1700 E Fort Lowell Rd Ste 106,857192395,Tucson,AZ,USA,2,5750000,65,NNX11AG90G,3,0,-4.2,ANALYSIS OF THE MORPHOLOGY AND EMPLACEMENT OF VOLCANIC FEATURES ON THE MOON WITH THE LUNAR RECONNAIS,120,857192395,2,USA,AZ,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-06 00:00:00,,,,
Xmed Disposal Incorporated,"2126 Metro Cir, Sw",358015344,Huntsville,AL,USA,5,989897,12,NND14CC95W,0,0,147.95,MEDICAL WASTE PICKUP AND DISPOSAL,122,935230273,23,USA,CA,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-20 00:00:00,2014-08-20 00:00:00,,562211,USA,C
Electro Scientific Industries Incorporated,13900 Nw Science Park Dr,972295411,Portland,OR,USA,1,207000000,600,NNA14AB36P,1,0,2511.11,LASER REPAIR,122,972295411,1,USA,OR,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-30 00:00:00,2014-08-30 00:00:00,,334516,USA,C
Optical Society Of America Incorporated,2010 Massachusetts Ave Nw Ste 10,200361023,Washington,DC,USA,0,36849036,140,NNG14HK38P,0,0,3834,,120,200365842,0,USA,DC,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-09-12 00:00:00,2014-09-12 00:00:00,,323111,USA,D
Intelligent Decisions Incorporated,21445 Beaumeade Cir,201476036,Ashburn,VA,USA,10,310000000,352,NNG14PE86D,0,0,3972.52,,120,201476036,10,USA,VA,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-09-05 00:00:00,2014-09-05 00:00:00,,541519,USA,D
Exelis Visual Information Solutions Incorporated,4990 Pearl E Cir,803012530,Boulder,CO,USA,2,43800000,204,NNX14ME29D,0,0,4122.5,,122,803012530,2,USA,CO,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-31 00:00:00,2014-08-31 00:00:00,,811212,USA,C
Thermo-calc Software,4160 Washington Rd Ste 230,153172533,Canonsburg,PA,USA,18,5182551,28,NNC14VF93P,0,0,4752,,126,153172533,18,USA,PA,2014-08-06 00:00:00,2014-08-06 00:00:00,2016-06-30 00:00:00,2016-06-30 00:00:00,,511210,USA,C
G C Micro Corporation,3910 Cypress Drive,949545694,Petaluma,CA,USA,2,33000000,30,NNL14AA80D,1,0,5519.73,,122,949545694,2,USA,CA,2014-08-06 00:00:00,2014-08-06 00:00:00,2015-06-30 00:00:00,2015-06-30 00:00:00,,541519,USA,D
Cq-roll Call Incorporated,77 K St Ne 8th Fl,200024681,Washington,DC,USA,0,518000000,1285,NNH14PZ07P,0,0,6935,CQ ROLL CALL SUBSCRIPTION,122,200024681,0,USA,DC,2014-08-06 00:00:00,2014-08-06 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,,511110,USA,D
Flexfireleds Com,1501 W Alton Ave,927047219,Santa Ana,CA,USA,46,500000,2,NNK14EA73P,0,0,7495,,122,927047219,46,USA,CA,2014-08-06 00:00:00,2014-08-06 00:00:00,2014-08-20 00:00:00,2014-08-20 00:00:00,,425110,CHN,J
